x,z,fa,ta,cfa,cta,traceback
132.19841728318607,48.00946440221237,-59.99999999999999,130.0,60.00000000000001,50.300000000000004,
137.47036736508585,45.96460972900151,-59.99999999999999,130.0,60.00000000000001,52.100000000000016,
138.34266774304933,45.60774222228717,-59.99999999999999,130.0,60.00000000000001,52.4,
140.08160312806933,44.88032979351006,-59.99999999999999,130.0,60.00000000000001,53.00000000000002,
140.9481904613337,44.509804813826506,-59.99999999999999,130.0,60.00000000000001,53.3,
143.10606724306479,43.563685899941945,-59.99999999999999,130.0,60.00000000000001,54.050000000000004,
146.10589609417025,42.19183999407592,-59.99999999999999,130.0,60.00000000000001,55.10000000000001,
146.53237318226252,41.99138235385705,-59.99999999999999,130.0,60.00000000000001,55.250000000000014,
149.9249998349013,40.347668502294866,-59.99999999999999,130.0,60.00000000000001,56.45,
150.34663581097854,40.1372188031571,-59.99999999999999,130.0,60.00000000000001,56.6,
150.76771938673832,39.92566598607546,-59.99999999999999,130.0,60.00000000000001,56.750000000000014,
151.1882476761209,39.71301150100935,-59.99999999999999,130.0,60.00000000000001,56.900000000000006,
153.282459082804,38.63326533247589,-59.99999999999999,130.0,60.00000000000001,57.65,
157.83884131479232,36.16192520985253,-59.99999999999999,130.0,60.00000000000001,59.300000000000004,
159.0689706615375,35.46524278011644,-59.99999999999999,130.0,60.00000000000001,59.750000000000014,
159.47779315568943,35.23087098047934,-59.99999999999999,130.0,60.00000000000001,59.89999999999998,
162.32217467600918,33.56041353048859,-59.99999999999999,130.0,60.00000000000002,60.95,
167.12540484623895,30.576478505661427,-59.99999999999999,130.0,60.00000000000001,62.750000000000014,
168.70535790688632,29.548483641391826,-59.99999999999999,130.0,60.00000000000001,63.35,
172.9937585431883,26.636824144089346,-59.99999999999999,130.0,60.00000000000001,65.0,
174.14861127686765,25.821410273015275,-59.99999999999999,130.0,60.00000000000001,65.45000000000002,
178.70291784772098,22.46981662830278,-59.99999999999999,130.0,60.00000000000001,67.25,
179.82486723344962,21.609692106219015,-59.99999999999999,130.0,60.00000000000001,67.7,
181.67966014208633,20.156655124440746,-59.99999999999999,130.0,60.00000000000001,68.45,
182.41622499313064,19.568663128789538,-59.99999999999999,130.0,60.00000000000001,68.75,
182.78335037688083,19.273222906754583,-59.99999999999999,130.0,60.00000000000001,68.89999999999999,
183.88006818218946,18.38114966248277,-59.99999999999999,130.0,60.00000000000001,69.35,
186.41158219136355,16.266351528683444,-59.99999999999999,130.0,60.00000000000001,70.39999999999999,
186.77004846157183,15.96046281474851,-59.99999999999999,130.0,60.00000000000001,70.54999999999998,
188.55030023296862,14.417000202702823,-59.99999999999999,130.0,60.00000000000001,71.3,
190.31019618450608,12.850367047140807,-59.99999999999999,130.0,60.00000000000001,72.05,
191.35623737081886,11.89937679789314,-59.99999999999999,130.0,60.00000000000001,72.5,
191.70325399591985,11.580557987134867,-59.99999999999999,130.0,60.00000000000001,72.65,
194.4490976750535,8.997526179399202,-59.99999999999999,130.0,60.00000000000001,73.85000000000001,
195.12705869026124,8.342826837256283,-59.99999999999999,130.0,60.00000000000001,74.15,
195.80158243007116,7.684586690215255,-59.99999999999999,130.0,60.00000000000001,74.45,
196.47265040207432,7.022823784262172,-59.99999999999999,130.0,60.00000000000001,74.75,
197.80434554723632,5.688802361958295,-59.99999999999999,130.0,60.00000000000002,75.34999999999998,
198.7939093770869,4.67917468589242,-59.99999999999999,130.0,60.00000000000001,75.80000000000001,
199.1219980903678,4.340908860826559,-59.99999999999999,130.0,60.00000000000001,75.95,
199.44920010245949,4.00178526171716,-59.99999999999999,130.0,60.00000000000001,76.1,
201.0718313674384,2.2933822114221414,-59.99999999999999,130.0,60.00000000000001,76.85000000000001,
202.0346271269928,1.2581967483235275,-59.99999999999999,130.0,60.00000000000001,77.30000000000001,
203.93567994291516,-0.8346991830277091,-59.99999999999999,130.0,60.00000000000001,78.19999999999999,
205.1846836012304,-2.2464410065667124,-59.99999999999999,130.0,60.00000000000001,78.80000000000001,
207.0302993452239,-4.388383516046474,-59.99999999999999,130.0,60.00000000000001,79.69999999999999,
207.33462104811366,-4.748181060979789,-59.99999999999999,130.0,60.00000000000001,79.85,
208.2419199084411,-5.83233667512161,-59.99999999999999,130.0,60.00000000000001,80.3,
213.22030084588584,-12.107863202330066,-59.99999999999999,130.0,60.00000000000001,82.85000000000001,
215.7414874180788,-15.51816233023041,-59.99999999999999,130.0,60.00000000000001,84.2,
216.29079330413748,-16.28401179996004,-59.99999999999999,130.0,60.00000000000001,84.5,
216.83608170032312,-17.052726917366414,-59.99999999999999,130.0,60.00000000000001,84.8,
217.64644882958947,-18.211126560594636,-59.99999999999999,130.0,60.00000000000001,85.25000000000001,
218.44769300923753,-19.37585501916635,-59.99999999999999,130.0,60.00000000000001,85.70000000000002,
219.50174198348685,-20.938546887289306,-59.99999999999999,130.0,60.00000000000002,86.29999999999998,
220.539368991679,-22.512190845331943,-59.99999999999999,130.0,60.00000000000001,86.90000000000002,
222.31535967104975,-25.29190151951262,-59.99999999999999,130.0,60.00000000000001,87.94999999999999,
222.56490377324548,-25.691643577906703,-59.99999999999999,130.0,60.00000000000001,88.10000000000001,
222.81340049920135,-26.09203757059268,-59.99999999999999,130.0,60.00000000000001,88.25000000000001,
224.04011412638022,-28.103690344119457,-59.99999999999999,130.0,60.00000000000001,89.0,
225.24039093679124,-30.131227959734446,-59.99999999999999,130.0,60.00000000000001,89.75000000000001,
225.4772557025468,-30.538611139226873,-59.99999999999999,130.0,60.00000000000001,89.9,
226.18143951958,-31.764461770199176,-59.99999999999999,130.0,60.00000000000001,90.35000000000001,
227.33361486000325,-33.81971484202877,-59.99999999999999,130.0,60.00000000000001,91.10000000000002,
227.7869355770365,-34.64600939861995,-59.99999999999999,130.0,60.00000000000001,91.4,
228.23592363164914,-35.47466619944822,-59.99999999999999,130.0,60.00000000000001,91.69999999999999,
229.77308546743257,-38.393239106876976,-59.99999999999999,130.0,60.00000000000001,92.75,
230.62736752260537,-40.07348530461809,-59.99999999999999,130.0,60.00000000000001,93.35,
232.6856886742517,-44.312430411666966,-59.99999999999999,130.0,60.00000000000001,94.85,
232.88540166659698,-44.739256714603286,-59.99999999999999,130.0,60.00000000000001,95.0,
233.47782653605617,-46.0228522083913,-59.99999999999999,130.0,60.00000000000001,95.44999999999999,
234.06015190194773,-47.3110609592799,-59.99999999999999,130.0,60.00000000000001,95.90000000000002,
234.25200979663606,-47.74147531828241,-59.99999999999999,130.0,60.00000000000001,96.05000000000001,
234.82081338932232,-49.03571142138486,-59.99999999999999,130.0,60.00000000000001,96.5,
235.0081535580726,-49.46811127494915,-59.99999999999999,130.0,60.00000000000001,96.65,
235.3794346366858,-50.33437493423979,-59.99999999999999,130.0,60.00000000000001,96.95,
236.9938628761301,-54.256127518639914,-59.99999999999999,130.0,60.00000000000002,98.3,
237.16752859619027,-54.69419850588487,-59.99999999999999,130.0,60.00000000000001,98.44999999999999,
237.68163626858802,-56.01111836631996,-59.99999999999999,130.0,60.00000000000001,98.89999999999999,
238.51544743045588,-58.21482709269217,-59.99999999999999,130.0,60.00000000000001,99.65,
239.32034150171341,-60.429261272883316,-59.99999999999999,130.0,60.00000000000001,100.40000000000002,
240.24784999428522,-63.10020552250747,-59.99999999999999,130.0,60.00000000000001,101.30000000000001,
240.39835084749194,-63.54676511021532,-59.99999999999999,130.0,60.00000000000001,101.45,
240.84283169300107,-64.88878649439744,-59.99999999999999,130.0,60.00000000000001,101.89999999999999,
241.27675872673217,-66.23425739598694,-59.99999999999999,130.0,60.00000000000001,102.35,
241.70010518202184,-67.58309482000078,-59.99999999999999,130.0,60.00000000000001,102.8,
241.83886489510127,-68.03344103594571,-59.99999999999999,130.0,60.00000000000001,102.95,
242.64662141925754,-70.74300642288068,-59.99999999999999,130.0,60.00000000000001,103.85000000000001,
242.9064032101315,-71.64897319262127,-59.99999999999999,130.0,60.00000000000001,104.15,
243.03451435676618,-72.10246355227372,-59.99999999999999,130.0,60.00000000000001,104.3,
243.65723772389913,-74.37486070338332,-59.99999999999999,130.0,60.00000000000001,105.05000000000001,
244.0165752680594,-75.74214309812973,-59.99999999999999,130.0,60.00000000000001,105.5,
244.13396672868333,-76.19852585104921,-59.99999999999999,130.0,60.00000000000001,105.65,
244.36516322898825,-77.11220552412428,-59.99999999999999,130.0,60.00000000000001,105.94999999999999,
244.47896668407435,-77.56949618202171,-59.99999999999999,130.0,60.00000000000001,106.1,
244.59157256638707,-78.02708320921803,-59.99999999999999,130.0,60.00000000000001,106.24999999999999,
244.7029801041383,-78.48496346946297,-59.99999999999999,130.0,60.00000000000001,106.39999999999999,
244.81318853375336,-78.94313382449657,-59.99999999999999,130.0,60.00000000000001,106.55000000000001,
244.92219709987592,-79.40159113407039,-59.99999999999999,130.0,60.00000000000001,106.7,
245.65159916328224,-82.61856283976888,-59.99999999999999,130.0,60.00000000000001,107.75000000000001,
246.04189254687242,-84.46266050245907,-59.99999999999999,130.0,60.00000000000001,108.34999999999998,
246.3219279628545,-85.84836060833422,-59.99999999999999,130.0,60.00000000000001,108.80000000000001,
246.59107159059175,-87.23621734635694,-59.99999999999999,130.0,60.00000000000002,109.25,
247.01539554219744,-89.55387184788171,-59.99999999999999,130.0,60.00000000000001,109.99999999999997,
247.17662443599363,-90.48245550622873,-59.99999999999999,130.0,60.00000000000001,110.30000000000001,
247.2554150637439,-90.94706072484823,-59.99999999999999,130.0,60.00000000000001,110.44999999999999,
247.40934598084175,-91.8768820192405,-59.99999999999999,130.0,60.00000000000001,110.75,
247.48448521516406,-92.34209172212212,-59.99999999999999,130.0,60.00000000000001,110.89999999999999,
247.70259186633194,-93.73887878762028,-59.99999999999999,130.0,60.00000000000002,111.34999999999997,
247.77285540514504,-94.2048498245993,-59.99999999999999,130.0,60.00000000000001,111.50000000000001,
248.2305100984574,-97.47157394932344,-59.99999999999999,130.0,60.00000000000001,112.55,
248.40830729543796,-98.87406201500261,-59.99999999999999,130.0,60.00000000000001,113.0,
248.57508400646884,-100.27790322621011,-59.99999999999999,130.0,60.00000000000001,113.45,
248.73082994397686,-101.68301098740724,-59.99999999999999,130.0,60.00000000000001,113.90000000000002,
248.8755355008189,-103.08929862492869,-59.99999999999999,130.0,60.00000000000002,114.35,
248.96586789122932,-104.02743636853918,-59.99999999999999,130.0,60.00000000000002,114.64999999999999,
249.09215331436315,-105.43549766320308,-59.99999999999999,130.0,60.00000000000001,115.10000000000002,
249.17019812212448,-106.37473744873455,-59.99999999999999,130.0,60.00000000000001,115.39999999999998,
249.20737606870358,-106.84450736313734,-59.99999999999999,130.0,60.00000000000001,115.54999999999998,
249.31152904676838,-108.25437855398664,-59.99999999999999,130.0,60.00000000000001,116.00000000000001,
249.43316902627777,-110.13539658425607,-59.99999999999999,130.0,60.00000000000001,116.59999999999998,
249.46050070032277,-110.60584206652126,-59.99999999999999,130.0,60.000000000000036,116.74999999999999,
249.5786798847344,-112.95905410216866,-59.99999999999999,130.0,60.00000000000002,117.49999999999997,
249.6798207072638,-115.78464885768682,-59.99999999999999,130.0,60.00000000000001,118.39999999999999,
249.71374412879396,-117.19795484688318,-59.99999999999999,130.0,60.00000000000001,118.84999999999998,
249.7417068544288,-119.08269440469714,-59.99999999999999,130.0,60.00000000000001,119.45,
249.74561352697106,-119.55391697429614,-59.99999999999999,130.0,60.00000000000001,119.60000000000002,
249.7466416033903,-121.91009441825126,-59.99999999999999,130.0,60.00000000000001,120.35,
249.74314615155083,-122.38132021763651,-59.99999999999999,130.0,60.00000000000002,120.49999999999999,
249.73245432167477,-123.32373628897537,-59.99999999999999,130.0,60.00000000000002,120.8,
249.71682818189595,-124.2660834598733,-59.99999999999999,130.0,60.000000000000036,121.09999999999995,
249.6841381152688,-125.67941851468888,-59.99999999999999,130.0,60.00000000000002,121.54999999999997,
249.64034886343723,-127.09245323437932,-59.99999999999999,130.0,60.000000000000036,121.99999999999997,
249.62328640770113,-127.56338300068646,-59.99999999999999,130.0,60.00000000000002,122.14999999999999,
249.6049911206003,-128.03426648378993,-59.99999999999999,130.0,60.00000000000001,122.3,
249.58546312752856,-128.50510045630722,-59.99999999999999,130.0,60.00000000000001,122.44999999999999,
249.56470256232865,-128.97588169119487,-59.99999999999999,130.0,60.00000000000002,122.60000000000001,
249.54270956729113,-129.44660696177107,-59.99999999999999,130.0,60.00000000000001,122.75,
249.4424164301974,-131.32888388121356,-59.99999999999999,130.0,60.00000000000001,123.35000000000001,
249.41426371593604,-131.79928094420342,-59.99999999999999,130.0,60.00000000000001,123.5,
249.32241799469261,-133.2100073461382,-59.99999999999999,130.0,60.00000000000002,123.94999999999997,
249.18272741995747,-135.08977107015892,-59.99999999999999,130.0,60.00000000000001,124.54999999999998,
249.1447296272466,-135.55947538133654,-59.99999999999999,130.0,60.000000000000036,124.69999999999997,
249.10550228314554,-136.02907860498874,-59.99999999999999,130.0,60.00000000000001,124.85,
249.0650456565142,-136.49857752250767,-59.99999999999999,130.0,60.00000000000001,125.00000000000001,
248.93630289640555,-137.9064162630409,-59.99999999999999,130.0,60.00000000000001,125.44999999999999,
248.8443332851641,-138.84439491810295,-59.99999999999999,130.0,60.00000000000002,125.74999999999999,
248.79650708109136,-139.3132004496336,-59.99999999999999,130.0,60.00000000000001,125.89999999999998,
248.53897544029059,-141.65526164830686,-59.99999999999999,130.0,60.00000000000002,126.64999999999999,
248.48379145917664,-142.12325812309933,-59.99999999999999,130.0,60.00000000000001,126.8,
248.4273824566688,-142.5911085229345,-59.99999999999999,130.0,60.00000000000001,126.95000000000002,
248.36974881938795,-143.05880964121786,-59.99999999999999,130.0,60.00000000000002,127.09999999999998,
248.3108909423487,-143.5263582723785,-59.99999999999999,130.0,60.00000000000001,127.24999999999997,
247.99825237348267,-145.86170200074096,-59.99999999999999,130.0,60.00000000000002,127.99999999999997,
247.79600546413064,-147.26087347174948,-59.99999999999999,130.0,60.00000000000002,128.45,
247.72614858846106,-147.72690564779694,-59.99999999999999,130.0,60.00000000000001,128.6,
247.5092609468494,-149.12388251537305,-59.99999999999999,130.0,60.00000000000002,129.04999999999998,
247.4345277131378,-149.58915761245945,-59.99999999999999,130.0,60.00000000000001,129.20000000000002,
247.28140827670165,-150.51911288285118,-59.99999999999999,130.0,60.000000000000036,129.49999999999997,
247.20302312344052,-150.9837866823471,-59.99999999999999,130.0,60.00000000000001,129.64999999999998,
246.96057239539863,-152.37655452448683,-59.99999999999999,130.0,60.00000000000001,130.1,
246.79286474640946,-153.30398997302999,-59.99999999999999,130.0,60.00000000000002,130.4,
246.62030337785075,-154.2305345973331,-59.99999999999999,130.0,60.00000000000001,130.70000000000002,
246.4428930205795,-155.1561629957073,-59.99999999999999,130.0,60.000000000000036,131.0,
246.26063853839037,-156.08084979158235,-59.99999999999999,130.0,60.00000000000001,131.3,
246.16769630670467,-156.5428321654443,-59.99999999999999,130.0,60.00000000000001,131.45000000000002,
246.07354492788193,-157.00456963420282,-59.99999999999999,130.0,60.00000000000001,131.6,
245.58467370212537,-159.30947269701733,-59.99999999999999,130.0,60.00000000000001,132.35000000000002,
245.483281281588,-159.7696743367877,-59.99999999999999,130.0,60.00000000000001,132.5,
245.38068440481754,-160.22960895503985,-59.99999999999999,130.0,60.00000000000001,132.65,
245.06567411022928,-161.60777916656312,-59.99999999999999,130.0,60.00000000000002,133.1,
244.40323072967936,-164.35648503586938,-59.99999999999999,130.0,60.00000000000001,134.0,
244.05583850634576,-165.7268511405268,-59.99999999999999,130.0,60.00000000000001,134.45,
243.81826900450977,-166.63889450492417,-59.99999999999999,130.0,60.00000000000001,134.75000000000003,
243.69769427783928,-167.0944465957745,-59.99999999999999,130.0,60.00000000000002,134.89999999999998,
243.32882013618297,-168.4591870418828,-59.99999999999999,130.0,60.00000000000001,135.35,
243.07695418818008,-169.36738631020475,-59.99999999999999,130.0,60.00000000000001,135.65,
242.9492388352714,-169.82098829523255,-59.99999999999999,130.0,60.00000000000001,135.8,
242.69024774836697,-170.7271814223572,-59.99999999999999,130.0,60.00000000000001,136.10000000000002,
242.5589737894672,-171.17976635350774,-59.99999999999999,130.0,60.00000000000001,136.25000000000003,
242.29287353945136,-172.08389744117446,-59.99999999999999,130.0,60.00000000000001,136.55,
242.1580490721567,-172.5354374008773,-59.99999999999999,130.0,60.00000000000001,136.69999999999996,
242.0220429393981,-172.98662284395132,-59.99999999999999,130.0,60.00000000000001,136.85,
241.88485607334638,-173.43745067802178,-59.99999999999999,130.0,60.00000000000001,136.99999999999997,
241.46622051849124,-174.78775763935974,-59.99999999999999,130.0,60.00000000000001,137.45,
241.18124393579012,-175.68611765297112,-59.99999999999999,130.0,60.00000000000001,137.75,
240.74496927443744,-177.03082916013105,-59.99999999999999,130.0,60.00000000000002,138.2,
240.5971990895631,-177.47829976771553,-59.99999999999999,130.0,60.00000000000001,138.35000000000002,
240.4482579371159,-177.92538198084577,-59.99999999999999,130.0,60.00000000000001,138.49999999999997,
240.14686682082532,-178.81836896942121,-59.99999999999999,130.0,60.00000000000001,138.8,
239.994418922683,-179.26426762443347,-59.99999999999999,130.0,60.000000000000036,138.95,
239.84080418835555,-179.70976564416787,-59.99999999999999,130.0,60.000000000000036,139.09999999999994,
239.21469806616682,-181.48769034408397,-59.99999999999999,130.0,60.00000000000001,139.70000000000002,
238.57000823014158,-183.2589611111152,-59.99999999999999,130.0,60.00000000000001,140.29999999999998,
237.5682842187922,-185.90296644270575,-59.99999999999999,130.0,60.00000000000002,141.19999999999993,
237.397297745682,-186.3420901134446,-59.99999999999999,130.0,60.000000000000036,141.35,
237.05187887183695,-187.21898701065402,-59.99999999999999,130.0,60.000000000000036,141.65,
236.16828605021635,-189.4032115709785,-59.99999999999999,130.0,60.00000000000001,142.4,
235.98814076497194,-189.83865806412553,-59.99999999999999,130.0,60.00000000000001,142.55,
235.80685610212436,-190.27363144630652,-59.99999999999999,130.0,60.00000000000002,142.69999999999996,
235.6244333041783,-190.70812873626284,-59.99999999999999,130.0,60.00000000000001,142.85000000000005,
235.0703486417557,-192.00873428926292,-59.99999999999999,130.0,60.00000000000002,143.29999999999998,
234.12422972787118,-194.16661107099395,-59.99999999999999,130.0,60.00000000000001,144.04999999999998,
233.93162091100913,-194.5966899194123,-59.99999999999999,130.0,60.00000000000002,144.2,
233.3470480847755,-195.88388035926798,-59.99999999999999,130.0,60.000000000000036,144.64999999999998,
232.75238382200513,-197.1664399220994,-59.99999999999999,130.0,60.000000000000036,145.09999999999997,
232.35035271539414,-198.0188678404955,-59.99999999999999,130.0,60.00000000000001,145.4,
230.90821233022405,-200.98554366283048,-59.99999999999999,130.0,60.00000000000001,146.45000000000002,
230.69776263108628,-201.40717963890776,-59.99999999999999,130.0,60.00000000000001,146.6,
230.0598006333979,-202.6687616248017,-59.99999999999999,130.0,60.00000000000001,147.04999999999998,
229.84494719243355,-203.08817069849414,-59.99999999999999,130.0,60.000000000000036,147.19999999999996,
229.6289964786269,-203.50701585054463,-59.99999999999999,130.0,60.00000000000002,147.35000000000002,
229.41194997207992,-203.9252942102353,-59.99999999999999,130.0,60.000000000000036,147.49999999999997,
228.31033287696937,-206.00808392120103,-59.99999999999999,130.0,60.000000000000036,148.25,
227.8620681327041,-206.8371322224432,-59.99999999999999,130.0,60.000000000000036,148.54999999999998,
227.63630946700596,-207.2507733677032,-59.99999999999999,130.0,60.00000000000001,148.70000000000002,
226.49131531807302,-209.3100357607104,-59.99999999999999,130.0,60.00000000000002,149.45,
226.02578660804562,-210.12951448946663,-59.99999999999999,130.0,60.00000000000002,149.74999999999997,
225.31946435166685,-211.35413422137154,-59.99999999999999,130.0,60.00000000000001,150.20000000000002,
225.0818889292579,-211.76110337358944,-59.99999999999999,130.0,60.00000000000002,150.35000000000002,
224.60354583792923,-212.57316879812248,-59.99999999999999,130.0,60.00000000000001,150.65,
224.1209573584178,-213.38271850393835,-59.99999999999999,130.0,60.00000000000001,150.94999999999996,
223.87807522805906,-213.78654302392476,-59.99999999999999,130.0,60.00000000000002,151.10000000000002,
223.38914350955895,-214.5922775592329,-59.99999999999999,130.0,60.00000000000001,151.4,
222.39865730815666,-216.19601138990606,-59.99999999999999,130.0,60.00000000000001,152.0,
222.14841590488476,-216.5953173030582,-59.99999999999999,130.0,60.00000000000001,152.15,
221.39143146128657,-217.7892851291645,-59.99999999999999,130.0,60.00000000000001,152.59999999999997,
221.13702233359066,-218.18594867416812,-59.99999999999999,130.0,60.00000000000001,152.75000000000003,
220.88157561619437,-218.5819448190499,-59.99999999999999,130.0,60.00000000000002,152.9,
220.109027469321,-219.7659017348155,-59.99999999999999,130.0,60.00000000000002,153.34999999999997,
219.58883971004968,-220.55181970881029,-59.99999999999999,130.0,60.00000000000005,153.64999999999992,
219.32720446937913,-220.94375461798404,-59.99999999999999,130.0,60.00000000000001,153.80000000000004,
219.06454404329713,-221.33500322534292,-59.99999999999999,130.0,60.000000000000036,153.94999999999993,
218.800860232049,-221.7255628493127,-59.99999999999999,130.0,60.00000000000002,154.1,
218.27042969009312,-222.50460444441802,-59.99999999999999,130.0,60.00000000000006,154.39999999999998,
